Date,Price,Open,High,Low,Change %
9/17/2021,84.74,85.275,85.3,85.105,-0.60%
9/20/2021,84.63,85.31,85.345,84.94,-0.13%
9/21/2021,84.98,85.275,85.395,85.14,0.41%
9/22/2021,85.18,85.275,85.395,85.24,0.24%
9/23/2021,84.91,85.275,85.49,85.105,-0.32%
9/24/2021,84.61,85.16,85.17,85.095,-0.35%
9/27/2021,84.75,85.46,85.575,84.98,0.17%
9/28/2021,85.09,85.545,85.68,85.245,0.40%
9/29/2021,85.29,85.65,85.695,85.295,0.24%
9/30/2021,85.6,85.475,85.66,85.465,0.36%
10/1/2021,85.26,85.725,85.765,85.64,-0.40%
10/4/2021,85.24,85.475,85.66,85.37,-0.02%
10/5/2021,85.53,85.64,85.825,85.475,0.34%
10/6/2021,85.46,85.76,85.965,85.475,-0.08%
10/7/2021,85.37,85.875,85.95,85.485,-0.11%
10/8/2021,85.2,85.565,85.565,85.565,-0.20%
10/11/2021,85.55,85.625,85.625,85.575,0.41%
10/12/2021,85.24,85.775,85.85,85.4,-0.36%
10/13/2021,85.34,85.925,85.95,85.495,0.12%
10/14/2021,85.35,85.625,85.825,85.495,0.01%
10/15/2021,85.07,85.64,85.655,85.585,-0.33%
10/18/2021,85.45,85.645,85.71,85.55,0.45%
10/19/2021,85.35,85.615,85.72,85.485,-0.12%
10/20/2021,85.26,85.675,85.675,85.665,-0.11%
10/21/2021,85.49,85.645,85.89,85.43,0.27%
10/22/2021,85.26,85.69,85.77,85.515,-0.27%
10/25/2021,85.48,85.625,85.925,85.565,0.26%
10/26/2021,85.55,85.625,85.925,85.6,0.08%
10/27/2021,85.51,85.645,85.925,85.57,-0.05%
10/28/2021,85.56,85.925,85.925,85.58,0.06%
10/29/2021,85.41,85.66,85.81,85.585,-0.18%
11/1/2021,85.47,85.675,85.735,85.585,0.07%
11/2/2021,85.6,85.675,85.74,85.585,0.15%
11/3/2021,85.53,85.925,85.925,85.615,-0.08%
11/4/2021,85.57,85.775,85.81,85.615,0.05%
11/5/2021,85.39,85.775,85.79,85.73,-0.21%
11/8/2021,85.59,85.725,85.95,85.545,0.23%
11/9/2021,85.56,85.745,85.825,85.655,-0.04%
11/10/2021,85.66,85.745,85.8,85.705,0.12%
11/11/2021,85.75,85.825,85.825,85.775,0.11%
11/12/2021,85.57,85.735,85.985,85.69,-0.21%
11/15/2021,85.79,85.775,85.795,85.775,0.26%
11/16/2021,85.7,85.775,85.83,85.75,-0.10%
11/17/2021,85.56,85.795,85.83,85.68,-0.16%
11/18/2021,85.57,85.775,85.925,85.685,0.01%
11/19/2021,86.155,86.14,86.155,86.14,0.68%
11/22/2021,85.61,85.775,85.925,85.705,-0.63%
11/23/2021,85.6,85.795,85.975,85.7,-0.01%
11/24/2021,85.7,85.925,85.925,85.75,0.12%
11/25/2021,85.79,85.975,85.975,85.775,0.11%
11/26/2021,85.64,85.715,86.305,85.715,-0.17%
11/29/2021,85.62,85.795,86.4,85.71,-0.02%
11/30/2021,85.61,85.775,85.925,85.705,-0.01%
12/1/2021,85.61,85.795,85.925,85.705,0.00%
12/2/2021,85.62,85.775,85.925,85.71,0.01%
12/3/2021,85.44,85.755,85.905,85.625,-0.21%
12/6/2021,85.61,85.795,85.925,85.705,0.20%
12/7/2021,85.66,85.795,85.925,85.705,0.06%
12/8/2021,85.57,85.715,85.925,85.685,-0.11%
12/9/2021,85.66,85.795,85.825,85.73,0.11%
12/10/2021,85.5,85.725,85.81,85.68,-0.19%
12/13/2021,85.61,85.775,85.925,85.65,0.13%
12/14/2021,85.56,85.795,85.925,85.68,-0.06%
12/15/2021,85.7,85.775,85.805,85.75,0.16%
12/16/2021,85.52,85.86,85.885,85.815,-0.21%
12/17/2021,85.37,85.81,85.815,85.78,-0.18%
12/20/2021,85.7,85.795,85.835,85.75,0.39%
12/21/2021,85.62,85.775,85.81,85.71,-0.09%
12/22/2021,85.7,85.795,85.81,85.71,0.09%
12/23/2021,85.62,85.72,85.805,85.71,-0.09%
12/24/2021,85.57,85.7,85.7,85.7,-0.06%
12/27/2021,85.7,85.775,85.825,85.75,0.15%
12/28/2021,85.7,85.795,85.825,85.75,0.00%
12/29/2021,85.62,85.775,85.81,85.71,-0.09%
12/30/2021,85.62,85.775,85.81,85.71,0.00%
1/3/2022,85.62,85.775,85.82,85.71,0.00%
1/4/2022,85.7,85.775,85.805,85.75,0.09%
1/5/2022,85.57,85.795,85.81,85.685,-0.15%
1/6/2022,85.86,85.775,85.98,85.775,0.34%
1/7/2022,85.69,85.935,85.945,85.85,-0.20%
1/10/2022,85.8,85.975,85.99,85.845,0.13%
1/11/2022,85.8,85.975,85.985,85.9,0.00%
1/12/2022,85.86,85.975,85.985,85.9,0.07%
1/13/2022,85.81,85.975,85.985,85.905,-0.06%
1/17/2022,85.95,85.975,85.975,85.975,0.16%
1/18/2022,85.74,85.975,85.99,85.87,-0.24%
1/19/2022,85.86,85.975,85.98,85.93,0.14%
1/20/2022,85.86,85.975,85.985,85.93,0.00%
1/24/2022,85.8,85.975,86,85.9,-0.07%
1/25/2022,85.86,85.975,85.995,85.93,0.07%
1/26/2022,85.86,85.975,85.985,85.93,0.00%
1/27/2022,85.86,85.975,85.98,85.93,0.00%
1/31/2022,85.8,85.975,86,85.9,-0.07%
2/1/2022,85.95,85.975,85.975,85.975,0.17%
2/2/2022,85.8,85.975,86,85.9,-0.17%
2/3/2022,85.79,85.975,85.99,85.895,-0.01%
2/4/2022,85.7,85.98,85.98,85.98,-0.10%
2/7/2022,85.79,85.975,86.105,85.85,0.11%
2/8/2022,85.8,85.975,85.99,85.9,0.01%
2/9/2022,85.86,85.975,85.99,85.9,0.07%
2/10/2022,85.95,85.975,85.975,85.975,0.10%
2/11/2022,85.77,85.935,86.395,85.89,-0.21%
2/14/2022,85.8,85.975,86.44,85.885,0.03%
2/15/2022,85.76,85.975,85.99,85.88,-0.05%
2/16/2022,85.86,85.975,85.98,85.93,0.12%
2/17/2022,85.86,85.975,86.14,85.93,0.00%
2/18/2022,85.77,86.11,86.11,86.11,-0.10%
2/22/2022,85.78,85.975,86.08,85.89,0.01%
2/23/2022,85.86,85.975,86.14,85.93,0.09%
2/24/2022,85.95,85.975,85.975,85.975,0.10%
2/28/2022,85.77,85.975,86.085,85.885,-0.21%
3/1/2022,85.7,85.975,86.02,85.75,-0.08%
3/2/2022,85.78,85.795,86.095,85.79,0.09%
3/3/2022,85.91,85.975,86.19,85.955,0.15%
3/4/2022,85.74,86.145,86.21,86.06,-0.20%
3/7/2022,85.95,86.025,86.025,85.975,0.24%
3/8/2022,85.86,85.975,86.005,85.93,-0.10%
3/9/2022,85.91,85.975,86.03,85.93,0.06%
3/10/2022,85.91,85.975,86.105,85.955,0.00%
3/11/2022,85.82,86.06,86.225,86.015,-0.10%
3/14/2022,85.91,85.975,86.12,85.955,0.10%
3/15/2022,85.86,85.975,86.12,85.93,-0.06%
3/16/2022,86,85.975,86.025,85.975,0.16%
3/17/2022,85.91,86.27,86.27,86.27,-0.10%
3/21/2022,86,85.975,86.025,85.975,0.10%
3/22/2022,86.2,85.975,86.225,85.975,0.23%
3/23/2022,86.19,86.225,86.225,85.975,-0.01%
3/24/2022,86.11,86.195,86.32,86.025,-0.09%
3/25/2022,86.02,86.275,86.485,86.23,-0.10%
3/28/2022,86.11,86.195,86.32,86.155,0.10%
3/29/2022,86.2,86.225,86.225,86.195,0.10%
3/30/2022,86.2,86.195,86.225,86.195,0.00%
3/31/2022,86.2,86.195,86.225,86.195,0.00%
4/1/2022,86.11,86.275,86.575,86.275,-0.10%
4/4/2022,86.03,86.225,86.62,86.115,-0.09%
4/5/2022,86.1,86.225,86.32,86.115,0.08%
4/6/2022,86.01,86.195,86.315,86.105,-0.10%
4/7/2022,86.11,86.225,86.325,86.13,0.12%
4/8/2022,86.02,86.55,86.555,86.55,-0.10%
4/11/2022,85.94,86.225,86.325,86.095,-0.09%
4/12/2022,85.93,86.225,86.325,86.065,-0.01%
4/13/2022,86.11,86.195,86.39,86.155,0.21%
4/14/2022,85.94,86.465,86.47,86.425,-0.20%
4/18/2022,86.03,86.225,86.315,86.115,0.10%
4/19/2022,86.11,86.195,86.315,86.155,0.09%
4/20/2022,86.2,86.195,86.225,86.195,0.10%
4/21/2022,86.2,86.195,86.225,86.195,0.00%
4/22/2022,86.02,86.43,86.45,86.385,-0.21%
4/25/2022,86.11,86.225,86.32,86.18,0.10%
4/26/2022,86.36,86.195,86.545,86.155,0.29%
4/27/2022,86.36,86.445,86.565,86.405,0.00%
4/28/2022,86.36,86.475,86.56,86.405,0.00%
4/29/2022,86.36,86.615,86.69,86.615,0.00%
5/2/2022,86.27,86.77,86.77,86.77,-0.10%
5/3/2022,86.18,86.76,86.76,86.76,-0.10%
5/4/2022,86.27,86.77,86.81,86.77,0.10%
5/5/2022,86.36,86.475,86.49,86.43,0.10%
5/6/2022,86.18,86.445,86.605,86.355,-0.21%
5/9/2022,86.52,86.445,86.74,86.445,0.39%
5/10/2022,86.7,86.695,86.725,86.695,0.21%
5/11/2022,86.61,86.695,86.73,86.655,-0.10%
5/12/2022,86.7,86.695,86.725,86.695,0.10%
5/13/2022,86.61,86.93,86.93,86.93,-0.10%
5/16/2022,87.41,87.55,87.555,87.505,0.92%
5/17/2022,87.41,87.55,87.555,87.505,0.00%
5/18/2022,87.41,87.55,87.56,87.505,0.00%
5/19/2022,87.32,87.55,87.56,87.46,-0.10%
5/20/2022,87.14,87.53,87.545,87.485,-0.21%
5/23/2022,87.72,87.55,87.965,87.55,0.67%
5/24/2022,87.72,87.95,87.96,87.86,0.00%
5/25/2022,87.81,87.95,87.96,87.905,0.10%
5/26/2022,87.72,87.95,87.965,87.86,-0.10%
5/27/2022,87.63,87.935,87.935,87.935,-0.10%
5/30/2022,89,87.95,89.075,87.95,1.56%
5/31/2022,88.91,89.075,89.08,89.03,-0.10%
6/1/2022,88.91,89.075,89.08,89.03,0.00%
6/2/2022,88.91,89.075,89.08,89.03,0.00%
6/3/2022,88.82,89.325,89.325,89.325,-0.10%
6/6/2022,91.23,91.55,91.94,91.415,2.71%
6/7/2022,91.95,92.55,92.95,92.275,0.79%
6/8/2022,92.9,92.5,92.975,92.3,1.03%
6/9/2022,92.81,92.95,93.03,92.905,-0.10%
6/13/2022,93.76,92.95,93.91,92.95,1.02%
6/14/2022,93.67,92.95,93.915,92.75,-0.10%
6/15/2022,92.81,92.9,92.955,92.9,-0.92%
6/16/2022,92.9,92.95,92.95,92.9,0.10%
6/17/2022,92.81,92.915,92.915,92.915,-0.10%
6/20/2022,92.9,92.925,92.95,92.925,0.10%
6/21/2022,92.72,92.9,92.96,92.86,-0.19%
6/22/2022,92.86,92.95,92.985,92.86,0.15%
6/23/2022,92.63,92.975,92.99,92.815,-0.25%
6/27/2022,92.72,92.975,93.065,92.815,0.10%
6/28/2022,93.31,92.95,93.455,92.86,0.64%
6/29/2022,93.4,93.475,93.475,93.45,0.10%
6/30/2022,93.45,93.475,93.475,93.45,0.05%
7/4/2022,93.4,93.475,93.475,93.45,-0.05%
7/5/2022,93.36,93.475,93.48,93.43,-0.04%
7/6/2022,93.31,93.45,93.485,93.405,-0.05%
7/7/2022,93.36,93.45,93.485,93.405,0.05%
7/8/2022,93.18,93.415,93.58,93.35,-0.19%
7/11/2022,93,93.515,93.68,93.425,-0.19%
7/12/2022,93.4,93.475,93.475,93.45,0.43%
7/13/2022,93.81,93.45,94.035,93.45,0.44%
7/14/2022,93.9,93.975,93.975,93.95,0.10%
7/18/2022,93.63,93.975,94.08,93.5,-0.29%
7/19/2022,93.95,93.95,93.975,93.95,0.34%
7/20/2022,93.95,93.975,93.975,93.95,0.00%
7/21/2022,94.4,93.95,94.45,93.95,0.48%
7/22/2022,94.31,94.575,94.575,94.575,-0.10%
7/25/2022,94.22,94.475,94.65,94.36,-0.10%
7/26/2022,94.7,94.45,94.755,94.45,0.51%
7/27/2022,94.61,94.7,94.83,94.68,-0.10%
7/28/2022,94.53,94.725,94.76,94.64,-0.08%
7/29/2022,94.44,94.88,94.88,94.88,-0.10%
8/1/2022,94.61,94.7,95.01,94.595,0.18%
8/2/2022,94.7,94.7,94.725,94.7,0.10%
8/3/2022,94.7,94.71,94.755,94.68,0.00%
8/4/2022,94.53,94.725,94.76,94.64,-0.18%
8/5/2022,94.44,94.965,94.965,94.965,-0.10%
8/8/2022,94.7,94.7,94.725,94.7,0.28%
8/9/2022,94.61,94.965,95.05,94.865,-0.10%
8/10/2022,94.95,94.7,95.07,94.7,0.36%
8/11/2022,94.91,94.975,95.095,94.93,-0.04%
8/15/2022,94.82,95.01,95.235,94.965,-0.09%
8/16/2022,94.91,95.025,95.03,94.98,0.09%
8/17/2022,94.91,94.985,95.055,94.965,0.00%
8/18/2022,94.91,95.01,95.01,95.01,0.00%
8/19/2022,94.94,95.365,95.365,95.365,0.03%
8/22/2022,94.91,95.025,95.42,94.98,-0.03%
8/23/2022,94.89,95.025,95.06,94.97,-0.02%
8/24/2022,94.91,95.025,95.055,94.98,0.02%
8/25/2022,94.91,95.025,95.055,94.98,0.00%
8/26/2022,94.73,95.01,95.265,94.92,-0.19%
8/29/2022,94.91,95.025,95.27,94.89,0.19%
8/30/2022,95,95.025,95.025,95.025,0.09%
8/31/2022,94.91,95.025,95.135,94.98,-0.09%
9/1/2022,94.91,95.025,95.055,94.98,0.00%
9/2/2022,94.82,95.11,95.11,95.11,-0.09%
9/5/2022,94.91,95.025,95.135,94.98,0.09%
9/6/2022,94.91,95.025,95.055,94.98,0.00%
9/7/2022,95,95.025,95.025,95.025,0.09%
9/8/2022,95,95.025,95.025,95.025,0.00%
9/9/2022,94.91,95.395,95.43,95.395,-0.09%
9/12/2022,94.91,95.025,95.055,94.98,0.00%
9/13/2022,102.4,102.4,0,0,7.89%
9/14/2022,103.95,102.43,104,102.43,1.51%
9/15/2022,103.9,104.5,104.5,103.05,-0.05%
9/16/2022,103.8,104.4,104.4,104.4,-0.10%
9/19/2022,103.8,103.5,104.4,103.5,0.00%
9/20/2022,103.3,103.55,103.7,103.45,-0.48%
9/21/2022,103.2,103.55,103.7,103.4,-0.10%
9/22/2022,102.7,102.925,103.2,102.825,-0.48%
9/23/2022,102.6,103.1,103.2,103.05,-0.10%
9/26/2022,102.6,100.87,103.15,100.87,0.00%
9/27/2022,100.82,102.43,102.43,100.87,-1.73%
9/28/2022,102.3,102.525,103.1,102.425,1.47%
9/29/2022,101.2,101.23,101.3,101.23,-1.08%
9/30/2022,101.1,101.25,101.25,101.25,-0.10%
10/3/2022,101.5,101.7,102.08,101.25,0.40%
10/4/2022,101.6,101.71,103.045,101.01,0.10%
10/6/2022,102.9,101.01,103.575,101.01,1.28%
10/10/2022,101.26,102.3,105.25,100.68,-1.59%
10/11/2022,101.6,105,105,101.64,0.34%
10/12/2022,101.5,105.75,105.75,101.61,-0.10%
10/13/2022,102,105.6,105.6,102.065,0.49%
10/14/2022,101.9,102.75,102.75,102.65,-0.10%
10/17/2022,102.4,105.95,105.95,102.575,0.49%
10/18/2022,105.8,102.925,105.85,101.73,3.32%
10/19/2022,105.82,101.7,105.82,101.5,0.02%
10/20/2022,101.2,101.5,105.94,101.3,-4.37%
10/24/2022,101.5,100.95,101.78,100.95,0.30%
10/25/2022,105.2,101.45,105.7,101.45,3.65%
10/26/2022,101.4,101.45,101.66,101.45,-3.61%
10/27/2022,101.26,101.45,101.47,101.31,-0.14%
10/28/2022,101.1,101.65,101.65,101.2,-0.16%
10/31/2022,100.8,101.45,101.6,100.905,-0.30%
11/1/2022,100.8,101.45,101.9,100.905,0.00%
11/2/2022,101.7,101.11,102.1,101.07,0.89%
11/3/2022,102.7,101.95,102.8,101.9,0.98%
11/4/2022,102.65,102.65,102.65,102.65,-0.05%
11/7/2022,101.7,102.2,102.375,101.8,-0.93%
11/8/2022,101.33,101.85,101.85,101.38,-0.36%
11/9/2022,104.8,101.65,105.7,101.65,3.42%
11/10/2022,101.8,101.65,102.26,101.65,-2.86%
11/11/2022,101.7,102.15,102.15,102.15,-0.10%
11/14/2022,102.1,101.7,102.67,101.7,0.39%
11/15/2022,102.4,102.55,102.75,102.5,0.29%
11/16/2022,102.6,102.55,103,102.55,0.20%
11/17/2022,102.7,103.6,103.6,102.875,0.10%
11/18/2022,102.6,103.05,103.05,103.05,-0.10%
11/21/2022,102.8,103.4,103.575,102.94,0.19%
11/22/2022,102.2,103.4,103.4,102.335,-0.58%
11/23/2022,101.6,103.4,103.4,101.83,-0.59%
11/24/2022,101.8,102.4,102.4,101.85,0.20%
11/25/2022,101.7,102.1,102.1,102.1,-0.10%
11/28/2022,105,101.8,105.65,101.64,3.24%
11/29/2022,101.4,101.45,105.55,101.45,-3.43%
11/30/2022,101.5,101.45,101.8,101.45,0.10%
12/1/2022,102.3,101.7,102.6,101.45,0.79%
12/2/2022,102.2,102.4,102.4,102.4,-0.10%
12/5/2022,102.9,103,103.5,102.4,0.68%
12/6/2022,103.1,103.15,103.55,103.05,0.19%
12/7/2022,103.35,103.25,103.7,102.665,0.24%
12/8/2022,102.7,103.1,103.625,102.725,-0.63%
12/12/2022,103.6,103.35,103.9,102.86,0.88%
12/13/2022,103.7,103.35,103.75,103.35,0.10%
12/14/2022,103.1,103.85,103.85,103.2,-0.58%
12/15/2022,104.2,103.85,104.4,103.85,1.07%
12/16/2022,104.1,104.25,104.25,104.25,-0.10%
12/19/2022,105.7,104.15,106.37,104.15,1.54%
12/20/2022,102.5,104.05,106.25,102.595,-3.03%
12/21/2022,105.4,104,106.02,102.74,2.83%
12/22/2022,105.2,104,105.935,102.87,-0.19%
12/23/2022,105.2,105.9,105.9,105.85,0.00%
12/26/2022,103.95,104,104,104,-1.19%
12/27/2022,102.7,103.75,103.85,102.58,-1.20%
12/28/2022,105.4,103.4,106.04,102.69,2.63%
12/29/2022,102.6,106.4,106.4,102.66,-2.66%
12/30/2022,102.5,103.1,103.1,103.1,-0.10%
1/2/2023,105.95,103.3,106.45,102.89,3.37%
1/3/2023,103.35,106.5,106.5,103.31,-2.45%
1/4/2023,103.3,106.5,106.5,103.33,-0.05%
1/5/2023,103.5,106.5,106.5,103.595,0.19%
1/6/2023,103.4,103.8,103.85,103.75,-0.10%
1/9/2023,104.5,106.5,106.5,103.86,1.06%
1/10/2023,105,106.5,106.5,104.12,0.48%
1/11/2023,104.1,106.5,106.5,104.215,-0.86%
1/12/2023,104.14,106.5,106.85,104.19,0.04%
1/13/2023,104,104.45,104.45,104.45,-0.13%
1/16/2023,103.91,106.85,106.9,103.96,-0.09%
1/17/2023,103.7,106.5,106.8,103.8,-0.20%
1/18/2023,105.7,106.4,106.675,103.82,1.93%
1/19/2023,105.1,106.46,106.95,103.81,-0.57%
1/23/2023,105.5,106.35,106.455,104.03,0.38%
1/24/2023,106.2,106.07,106.6,103.98,0.66%
1/25/2023,104.6,106.45,106.475,103.87,-1.51%
1/26/2023,105.5,104.5,106,104.5,0.86%
1/27/2023,105.5,106,106,106,0.00%
1/30/2023,105.9,106.05,106.275,105.8,0.38%
1/31/2023,106.7,106.15,106.75,106.15,0.76%
2/1/2023,105.58,106.9,106.9,106.08,-1.05%
2/2/2023,107.3,106.9,107.35,106.12,1.63%
2/6/2023,106.22,107.15,107.15,106.71,-1.01%
2/7/2023,106.23,106.8,106.975,106.54,0.01%
2/8/2023,106.4,106.45,106.45,106.45,0.16%
2/9/2023,104.63,106.75,107.15,104.68,-1.66%
2/13/2023,106.85,106.9,106.9,106.9,2.12%
2/14/2023,107.1,107.025,107.15,107.2,0.23%
2/15/2023,106.2,106.7,107.15,106.25,-0.84%
2/16/2023,105.75,107.2,107.2,105.8,-0.42%
2/20/2023,106.15,106.25,106.25,106.2,0.38%
2/22/2023,106.63,105.85,107.115,105.85,0.45%
2/23/2023,106.59,106.85,107.175,106.745,-0.04%
2/27/2023,106.6,106.65,107.075,104.34,0.01%
2/28/2023,104.45,106.55,106.96,104.5,-2.02%
3/1/2023,104.42,107.2,107.315,104.47,-0.03%
3/2/2023,106.5,104.65,107.125,104.65,1.99%
3/6/2023,104.89,106.25,106.25,104.94,-1.51%
3/7/2023,105.23,106.4,106.4,105.28,0.32%
3/9/2023,105.37,106,106,105.42,0.13%
3/13/2023,105.43,106.88,106.88,105.48,0.06%
3/14/2023,105.54,106.88,106.88,105.59,0.10%
3/15/2023,105.4,107.25,107.25,105.45,-0.13%
3/16/2023,106.75,107.45,107.575,105.44,1.28%
3/20/2023,105.24,107.6,107.6,105.29,-1.41%
3/21/2023,106.51,107.6,107.6,105.22,1.21%
3/22/2023,105.06,107.6,107.6,105.11,-1.36%
3/23/2023,105.05,107.7,107.7,105.1,-0.01%
3/27/2023,105.04,107.7,107.7,105.09,-0.01%
3/28/2023,107.65,107.7,107.7,107.7,2.48%
3/29/2023,106.36,107.25,107.28,105.11,-1.20%
3/30/2023,107.2,107.25,107.25,107.25,0.79%
4/3/2023,105.24,107.7,107.7,105.29,-1.83%
4/4/2023,105.47,107.2,107.2,105.52,0.22%
4/5/2023,107.4,107.45,107.45,105.72,1.83%
4/6/2023,105.81,107.7,107.7,105.86,-1.48%
4/10/2023,106.16,107.15,107.15,106.215,0.33%
4/11/2023,106.28,107.3,107.3,106.33,0.11%
4/12/2023,106.34,107.4,107.4,106.39,0.06%
4/13/2023,106.37,107.55,107.55,106.42,0.03%
4/17/2023,106.25,107.6,107.6,106.3,-0.11%
4/18/2023,106.11,107.5,107.655,106.16,-0.13%
4/24/2023,106.1,107.65,107.65,106.15,-0.01%
4/25/2023,107.5,107.65,107.65,106.18,1.32%
4/26/2023,106.12,107.65,107.73,106.17,-1.28%
4/27/2023,106.1,107.3,107.555,106.15,-0.02%
5/2/2023,106.06,107,107,106.11,-0.04%
5/3/2023,106.44,107,107.3,106.49,0.36%
5/8/2023,106.93,107.65,108.13,106.98,0.46%
5/9/2023,107.74,107.7,108.24,107.26,0.76%
5/10/2023,107.33,107.7,107.7,107.38,-0.38%
5/11/2023,107.34,107.7,107.7,107.39,0.01%
