Date,Price,Open,High,Low,Change %
3/25/2016,78.455,78.33,78.455,78.33,0.00%
3/28/2016,78.425,78.32,78.445,78.22,-0.04%
3/29/2016,78.375,78.3,78.455,78.22,-0.06%
3/30/2016,78.375,78.33,78.455,78.25,0.00%
3/31/2016,78.345,78.25,78.415,78.22,-0.04%
4/1/2016,78.305,78.22,78.415,78.18,-0.05%
4/4/2016,78.285,78.18,78.345,78.16,-0.03%
4/5/2016,78.445,78.16,78.475,78.16,0.20%
4/6/2016,78.425,78.32,78.445,78.3,-0.03%
4/7/2016,78.395,78.3,78.475,78.27,-0.04%
4/8/2016,78.375,78.27,78.395,78.25,-0.03%
4/11/2016,78.445,78.25,78.475,78.25,0.09%
4/12/2016,78.385,78.32,78.445,78.26,-0.08%
4/13/2016,78.4,78.26,78.4,78.25,0.02%
4/14/2016,78.405,78.25,78.415,78.25,0.01%
4/15/2016,78.395,78.28,78.415,78.27,-0.01%
4/18/2016,78.415,78.27,78.495,78.27,0.03%
4/19/2016,78.445,78.33,78.475,78.16,0.04%
4/20/2016,78.425,78.32,78.445,78.22,-0.03%
4/21/2016,78.375,78.3,78.475,78.25,-0.06%
4/22/2016,78.375,78.25,78.445,78.25,0.00%
4/25/2016,78.355,78.25,78.455,78.22,-0.03%
4/26/2016,78.455,78.23,78.475,78.23,0.13%
4/27/2016,78.425,78.33,78.455,78.3,-0.04%
4/28/2016,78.445,78.3,78.475,78.27,0.03%
4/29/2016,78.395,78.32,78.445,78.27,-0.06%
5/2/2016,78.395,78.3,78.445,78.27,0.00%
5/3/2016,78.425,78.27,78.435,78.27,0.04%
5/4/2016,78.395,78.3,78.435,78.27,-0.04%
5/5/2016,78.42,78.27,78.47,78.27,0.03%
5/6/2016,78.395,78.28,78.425,78.27,-0.03%
5/9/2016,78.405,78.27,78.475,78.24,0.01%
5/10/2016,78.67,78.28,78.77,78.28,0.34%
5/11/2016,78.67,78.55,78.79,78.35,0.00%
5/12/2016,78.725,78.58,78.745,78.06,0.07%
5/13/2016,78.735,78.57,78.745,78.5,0.01%
5/16/2016,78.725,78.61,78.745,78.42,-0.01%
5/17/2016,78.635,78.6,78.835,78.42,-0.11%
5/18/2016,78.625,78.6,78.745,78.36,-0.01%
5/19/2016,78.705,78.5,78.745,78.42,0.10%
5/20/2016,78.43,78.58,78.78,78.27,-0.35%
5/23/2016,78.615,78.33,78.745,78.33,0.24%
5/24/2016,78.64,78.57,78.79,78.35,0.03%
5/25/2016,78.705,78.55,79.035,78.42,0.08%
5/26/2016,78.725,78.58,78.745,78.35,0.03%
5/27/2016,78.545,78.6,78.745,78.34,-0.23%
5/30/2016,78.545,78.57,78.745,78.42,0.00%
5/31/2016,78.725,78.42,78.745,78.26,0.23%
6/1/2016,78.57,78.6,78.79,78.26,-0.20%
6/2/2016,78.575,78.48,78.745,78.26,0.01%
6/3/2016,78.705,78.45,78.735,78.29,0.17%
6/6/2016,78.725,78.6,78.745,78.5,0.03%
6/7/2016,78.695,78.6,78.745,78.42,-0.04%
6/8/2016,78.705,78.56,78.735,78.34,0.01%
6/9/2016,78.69,78.58,78.79,78.42,-0.02%
6/10/2016,78.705,78.55,78.945,78.55,0.02%
6/13/2016,78.6,78.56,78.87,78.34,-0.13%
6/14/2016,78.6,78.55,78.83,78.34,0.00%
6/15/2016,78.29,78.46,78.65,78.21,-0.39%
6/16/2016,78.52,78.44,78.72,78.35,0.29%
6/17/2016,78.645,78.43,78.655,78.21,0.16%
6/20/2016,78.505,78.52,78.645,78.18,-0.18%
6/21/2016,78.505,78.44,78.565,78.3,0.00%
6/22/2016,78.525,78.38,78.545,78.32,0.03%
6/23/2016,78.555,78,78.575,78,0.04%
6/24/2016,78.535,78.43,78.575,78.33,-0.03%
6/27/2016,78.565,78.41,78.575,78.22,0.04%
6/28/2016,78.495,78.36,78.565,78.29,-0.09%
6/29/2016,78.475,78.37,78.545,78.22,-0.03%
6/30/2016,78.455,78.32,78.525,78.17,-0.03%
7/1/2016,78.405,78.33,78.955,78.23,-0.06%
7/4/2016,78.405,78.28,78.425,78.25,0.00%
7/5/2016,78.375,78.05,78.425,78.05,-0.04%
7/6/2016,78.395,78.25,78.525,78.17,0.03%
7/7/2016,78.39,78.2,78.52,78.11,-0.01%
7/8/2016,78.405,78.25,78.565,78.17,0.02%
7/11/2016,78.49,78.28,78.58,78.17,0.11%
7/12/2016,78.345,78.4,78.565,78.22,-0.18%
7/13/2016,78.505,78.22,78.745,78.17,0.20%
7/14/2016,78.475,78.38,78.605,78.27,-0.04%
7/15/2016,78.355,78.22,78.475,78.22,-0.15%
7/16/2016,78.425,78.3,78.425,78.3,0.09%
7/18/2016,78.495,78.3,79.065,78.17,0.09%
7/19/2016,78.525,78.13,78.535,78.13,0.04%
7/20/2016,78.445,78.4,78.885,78.17,-0.10%
7/21/2016,78.53,78.42,78.63,78.17,0.11%
7/22/2016,78.455,78.39,78.515,78.17,-0.10%
7/25/2016,78.47,78.33,78.83,78.27,0.02%
7/26/2016,78.495,78.28,78.555,78.28,0.03%
7/27/2016,78.505,78.33,78.585,78.33,0.01%
7/28/2016,78.515,77.92,78.525,77.92,0.01%
7/29/2016,78.445,78.475,78.515,78.345,-0.09%
8/1/2016,78.405,78.445,78.505,78.395,-0.05%
8/2/2016,78.355,78.435,78.495,78.345,-0.06%
8/3/2016,78.455,78.455,78.505,78.345,0.13%
8/4/2016,78.425,78.785,78.785,78.425,-0.04%
8/5/2016,78.435,78.445,78.445,78.425,0.01%
8/8/2016,78.365,78.505,78.545,78.365,-0.09%
8/9/2016,78.445,78.405,78.475,78.295,0.10%
8/10/2016,78.425,78.445,78.475,78.105,-0.03%
8/11/2016,78.45,78.44,78.53,78.4,0.03%
8/12/2016,78.43,78.41,78.47,78.41,-0.03%
8/15/2016,78.465,78.465,78.495,78.415,0.04%
8/16/2016,78.425,78.395,78.475,78.295,-0.05%
8/17/2016,78.385,78.515,78.565,78.385,-0.05%
8/18/2016,78.395,78.385,78.425,78.265,0.01%
8/19/2016,78.385,78.395,78.425,78.305,-0.01%
8/22/2016,78.425,78.385,78.575,78.275,0.05%
8/23/2016,78.37,78.52,78.57,78.29,-0.07%
8/24/2016,78.415,78.515,78.585,78.365,0.06%
8/25/2016,78.385,78.485,78.485,78.275,-0.04%
8/26/2016,78.385,78.455,78.455,78.275,0.00%
8/29/2016,78.505,78.385,78.525,78.275,0.15%
8/30/2016,78.355,78.505,78.505,78.295,-0.19%
8/31/2016,78.475,78.435,78.485,78.355,0.15%
9/1/2016,78.43,78.47,78.48,78.29,-0.06%
9/2/2016,78.405,78.445,78.445,78.395,-0.03%
9/5/2016,78.405,78.405,78.475,78.395,0.00%
9/6/2016,78.34,78.45,78.52,78.34,-0.08%
9/7/2016,78.455,78.375,78.495,78.295,0.15%
9/8/2016,78.355,78.515,78.545,78.355,-0.13%
9/9/2016,78.385,78.425,78.575,78.295,0.04%
9/12/2016,78.375,78.385,78.565,78.295,-0.01%
9/13/2016,78.385,78.375,78.395,78.295,0.01%
9/14/2016,78.34,78.43,78.44,78.34,-0.06%
9/15/2016,78.475,78.375,78.495,78.245,0.17%
9/16/2016,78.415,78.475,78.475,78.245,-0.08%
9/19/2016,78.495,78.415,78.525,78.245,0.10%
9/20/2016,78.405,78.495,78.495,78.245,-0.11%
9/21/2016,78.385,78.475,78.665,78.385,-0.03%
9/22/2016,78.395,78.495,78.625,78.395,0.01%
9/23/2016,78.555,78.565,78.605,78.345,0.20%
9/26/2016,78.515,78.555,78.555,78.345,-0.05%
9/27/2016,78.575,78.515,78.675,78.345,0.08%
9/28/2016,78.585,78.575,78.775,78.295,0.01%
9/29/2016,78.505,78.645,78.695,78.505,-0.10%
9/30/2016,78.555,78.505,78.585,78.395,0.06%
10/3/2016,78.525,78.555,78.555,78.475,-0.04%
10/4/2016,78.52,78.65,78.67,78.52,-0.01%
10/5/2016,78.495,78.525,78.525,78.455,-0.03%
10/6/2016,78.475,78.585,78.585,78.395,-0.03%
10/7/2016,78.435,78.745,78.745,78.395,-0.05%
10/10/2016,78.505,78.435,78.515,78.025,0.09%
10/11/2016,78.445,78.655,78.655,78.365,-0.08%
10/12/2016,78.415,78.515,78.515,78.415,-0.04%
10/13/2016,78.42,78.55,78.58,78.42,0.01%
10/14/2016,78.455,78.425,78.475,78.365,0.04%
10/17/2016,78.505,78.455,78.765,78.455,0.06%
10/18/2016,78.555,78.505,78.565,78.365,0.06%
10/19/2016,78.44,78.6,78.6,78.44,-0.15%
10/20/2016,78.475,78.475,78.485,78.235,0.04%
10/21/2016,78.405,78.425,78.475,78.195,-0.09%
10/24/2016,78.525,78.405,78.535,78.195,0.15%
10/25/2016,78.515,78.525,78.535,78.365,-0.01%
10/26/2016,78.51,78.56,78.61,78.37,-0.01%
10/27/2016,78.555,78.545,78.565,78.425,0.06%
10/28/2016,78.445,78.555,78.705,78.395,-0.14%
10/31/2016,78.355,78.445,78.605,78.025,-0.11%
11/1/2016,78.415,78.315,78.655,78.315,0.08%
11/2/2016,78.525,78.585,78.645,78.325,0.14%
11/3/2016,78.51,78.58,78.65,78.48,-0.02%
11/4/2016,78.51,78.56,78.57,78.5,0.00%
11/7/2016,78.55,78.53,78.84,78.51,0.05%
11/8/2016,78.645,78.565,78.735,78.565,0.12%
11/9/2016,78.6,78.72,78.72,78.6,-0.06%
11/10/2016,78.615,78.585,78.745,78.565,0.02%
11/11/2016,78.575,78.595,78.675,78.565,-0.05%
11/14/2016,78.63,78.64,79.22,78.59,0.07%
11/15/2016,78.875,78.845,78.905,78.565,0.31%
11/16/2016,78.83,78.95,78.95,78.64,-0.06%
11/17/2016,78.86,78.69,78.97,78.69,0.04%
11/18/2016,78.775,78.905,78.905,78.775,-0.11%
11/21/2016,79.205,78.775,79.245,78.755,0.55%
11/22/2016,79.11,79.25,79.29,78.76,-0.12%
11/23/2016,79.33,79.22,79.8,79.13,0.28%
11/24/2016,79.315,79.325,79.325,79.225,-0.02%
11/25/2016,79.265,79.325,79.355,79.245,-0.06%
11/28/2016,79.255,79.265,79.345,78.815,-0.01%
11/29/2016,79.4,79.29,79.48,79.02,0.18%
11/30/2016,79.33,79.47,79.72,79.1,-0.09%
12/1/2016,79.595,79.355,79.675,79.345,0.33%
12/2/2016,79.575,79.625,79.625,79.235,-0.03%
12/5/2016,79.46,79.62,79.64,79.28,-0.14%
12/6/2016,79.625,79.525,79.675,79.105,0.21%
12/7/2016,79.655,79.675,79.925,79.415,0.04%
12/8/2016,79.46,79.79,79.87,79.46,-0.24%
12/9/2016,79.715,79.715,79.745,79.415,0.32%
12/12/2016,79.375,79.715,80.035,79.325,-0.43%
12/13/2016,79.46,79.42,79.46,79.39,0.11%
12/14/2016,79.475,79.345,79.525,79.195,0.02%
12/15/2016,79.445,79.525,79.525,79.275,-0.04%
12/16/2016,79.415,79.405,79.425,79.405,-0.04%
12/19/2016,79.255,79.415,79.425,78.725,-0.20%
12/20/2016,78.695,79.495,79.495,78.695,-0.71%
12/21/2016,79.125,78.635,79.415,78.625,0.55%
12/22/2016,79.075,79.125,79.415,78.625,-0.06%
12/23/2016,79.085,79.075,79.415,79.075,0.01%
12/26/2016,79.075,79.085,79.105,78.425,-0.01%
12/27/2016,79.05,79.08,79.42,78.43,-0.03%
12/28/2016,79.045,79.055,79.415,78.625,-0.01%
12/29/2016,79.015,79.065,79.415,78.545,-0.04%
12/30/2016,79.045,79.005,79.415,78.305,0.04%
1/2/2017,79.005,79.045,79.305,78.525,-0.05%
1/3/2017,79.46,79.05,79.46,78.62,0.58%
1/4/2017,79.17,79.12,79.46,78.82,-0.36%
1/5/2017,79.205,79.155,79.255,78.445,0.04%
1/6/2017,79.205,79.205,79.225,78.485,0.00%
1/9/2017,79.075,79.285,79.635,78.905,-0.16%
1/10/2017,79.005,79.365,79.495,78.915,-0.09%
1/11/2017,79.275,79.295,79.425,78.835,0.34%
1/12/2017,79.265,79.275,79.345,79.255,-0.01%
1/13/2017,79.305,79.265,79.345,79.095,0.05%
1/16/2017,79.285,79.305,79.465,79.025,-0.03%
1/17/2017,79.225,79.285,79.345,78.835,-0.08%
1/18/2017,79.345,79.145,79.385,79.125,0.15%
1/19/2017,79.205,79.415,79.535,79.195,-0.18%
1/20/2017,79.325,79.425,79.515,79.325,0.15%
1/23/2017,79.48,79.36,79.51,78.77,0.20%
1/24/2017,79.44,79.49,79.55,79.07,-0.05%
1/25/2017,79.375,79.595,79.675,79.375,-0.08%
1/26/2017,79.375,79.655,79.655,79.375,0.00%
1/27/2017,79.455,79.445,79.495,79.375,0.10%
1/30/2017,79.455,79.535,79.715,79.355,0.00%
1/31/2017,79.615,79.395,79.625,79.395,0.20%
2/1/2017,79.605,79.295,79.655,79.295,-0.01%
2/2/2017,79.68,79.61,79.68,79.53,0.09%
2/3/2017,79.675,79.625,79.675,79.625,-0.01%
2/6/2017,79.68,79.69,79.74,79.55,0.01%
2/7/2017,79.665,79.705,79.875,79.495,-0.02%
2/8/2017,79.92,79.84,80.1,79.67,0.32%
2/9/2017,79.795,79.255,79.975,79.255,-0.16%
2/10/2017,79.795,79.795,80.005,79.245,0.00%
2/13/2017,79.975,79.825,80.105,79.815,0.23%
2/14/2017,79.905,80.065,80.395,79.905,-0.09%
2/15/2017,80.015,80.045,80.705,79.955,0.14%
2/16/2017,80.225,79.875,80.275,79.875,0.26%
2/17/2017,80.225,80.245,80.245,79.985,0.00%
2/20/2017,80.205,80.225,80.455,79.965,-0.02%
2/21/2017,80.155,80.205,80.295,80.045,-0.06%
2/22/2017,80.085,80.245,80.365,79.855,-0.09%
2/23/2017,79.895,80.105,80.125,79.625,-0.24%
2/24/2017,79.895,79.905,79.995,79.645,0.00%
2/27/2017,79.995,79.895,80.235,79.725,0.13%
2/28/2017,79.695,79.995,80.065,79.695,-0.38%
3/1/2017,80.045,79.695,80.075,79.685,0.44%
3/2/2017,80.085,80.165,80.265,80.055,0.05%
3/3/2017,80.125,79.985,80.145,79.985,0.05%
3/6/2017,80.05,80.26,80.36,80.05,-0.09%
3/7/2017,80.16,80.24,80.27,80.16,0.14%
3/8/2017,80.265,80.265,80.295,79.875,0.13%
3/9/2017,80.2,80.47,80.51,79.93,-0.08%
3/10/2017,80.225,80.105,80.265,80.105,0.03%
3/13/2017,80.275,80.225,80.305,80.145,0.06%
3/14/2017,80.295,80.275,80.395,80.275,0.02%
3/15/2017,80.21,80.34,80.54,80.17,-0.11%
3/16/2017,79.645,80.355,80.385,79.535,-0.70%
3/17/2017,80.265,79.645,80.325,79.645,0.78%
3/20/2017,80.245,80.265,80.275,79.925,-0.02%
3/21/2017,80.205,80.245,80.365,80.205,-0.05%
3/22/2017,79.825,80.205,80.355,79.675,-0.47%
3/23/2017,80.28,79.87,80.39,79.8,0.57%
3/24/2017,80.325,80.315,80.455,80.305,0.06%
3/27/2017,80.285,80.365,80.375,79.915,-0.05%
3/28/2017,80.325,80.315,80.355,80.245,0.05%
3/29/2017,80.325,80.325,80.595,80.245,0.00%
3/30/2017,80.245,80.515,80.515,79.795,-0.10%
3/31/2017,80.325,80.805,80.805,80.045,0.10%
4/3/2017,80.375,80.325,80.425,80.215,0.06%
4/4/2017,80.31,80.42,80.47,80.23,-0.08%
4/5/2017,80.445,80.345,80.565,79.805,0.17%
4/6/2017,80.64,80.48,80.64,79.77,0.24%
4/7/2017,80.475,80.485,80.695,80.455,-0.20%
4/10/2017,80.645,80.475,80.835,80.465,0.21%
4/11/2017,80.645,80.645,81.125,80.645,0.00%
4/12/2017,81.045,80.655,81.325,80.645,0.50%
4/13/2017,81.025,81.045,81.095,80.945,-0.02%
4/14/2017,81.005,81.095,81.095,80.925,-0.02%
4/17/2017,81.09,81.23,81.95,81.09,0.10%
4/18/2017,81.775,81.005,82.135,81.005,0.84%
4/19/2017,81.895,81.735,82.225,81.665,0.15%
4/20/2017,82.795,81.945,82.845,81.895,1.10%
4/21/2017,82.815,82.795,82.845,82.795,0.02%
4/24/2017,82.935,82.815,82.945,82.245,0.14%
4/25/2017,83.65,82.98,83.69,82.49,0.86%
4/26/2017,84.225,82.445,84.595,82.445,0.69%
4/27/2017,82.295,84.225,84.245,82.215,-2.29%
4/28/2017,81.86,82.67,82.67,81.86,-0.53%
5/1/2017,82.245,82.225,83.435,82.225,0.47%
5/2/2017,82.445,82.245,82.565,82.215,0.24%
5/3/2017,82.67,82.49,83.14,81.83,0.27%
5/4/2017,81.575,82.705,82.745,81.575,-1.32%
5/5/2017,81.555,81.615,82.745,81.555,-0.02%
5/8/2017,81.55,81.63,81.65,80.59,-0.01%
5/9/2017,81.365,81.555,81.575,80.525,-0.23%
5/10/2017,81.6,81.48,81.6,81.44,0.29%
5/11/2017,81.425,81.325,81.715,80.575,-0.21%
5/12/2017,81.425,81.425,81.525,81.425,0.00%
5/15/2017,81.405,81.425,81.655,80.575,-0.02%
5/16/2017,81.36,80.77,81.47,80.67,-0.06%
5/17/2017,80.795,81.395,81.395,80.675,-0.69%
5/18/2017,80.685,81.405,81.405,80.685,-0.14%
5/19/2017,80.755,80.695,80.785,80.595,0.09%
5/22/2017,80.72,80.8,80.84,80.63,-0.04%
5/23/2017,80.73,80.73,80.83,80.61,0.01%
5/24/2017,80.71,80.82,80.88,80.64,-0.02%
5/25/2017,80.795,80.755,80.805,80.625,0.11%
5/26/2017,80.775,80.795,80.795,80.715,-0.02%
5/29/2017,80.755,80.775,80.845,80.625,-0.02%
5/30/2017,80.735,80.755,80.855,80.655,-0.02%
5/31/2017,80.805,80.805,80.895,80.675,0.09%
6/1/2017,80.855,80.805,80.885,80.675,0.06%
6/2/2017,80.845,80.835,80.865,80.785,-0.01%
6/5/2017,80.815,80.855,80.915,80.605,-0.04%
6/6/2017,80.825,80.815,80.855,80.695,0.01%
6/7/2017,80.895,80.825,80.905,80.705,0.09%
6/8/2017,80.905,80.895,80.915,80.715,0.01%
6/9/2017,80.905,80.905,80.905,80.825,0.00%
6/12/2017,80.7,80.97,80.97,80.7,-0.25%
6/13/2017,80.845,80.745,80.875,80.675,0.18%
6/14/2017,80.84,80.88,80.96,80.67,-0.01%
6/15/2017,80.795,80.845,80.885,80.625,-0.06%
6/16/2017,80.865,80.825,80.875,80.795,0.09%
6/19/2017,80.785,80.895,80.895,80.655,-0.10%
6/20/2017,80.775,80.805,80.855,80.605,-0.01%
6/21/2017,80.815,80.775,80.845,80.605,0.05%
6/22/2017,80.81,80.85,80.92,80.64,-0.01%
6/23/2017,80.825,80.775,80.845,80.765,0.02%
6/26/2017,80.825,80.885,80.905,80.725,0.00%
6/27/2017,80.8,80.86,80.88,80.8,-0.03%
6/28/2017,80.855,80.825,80.885,80.685,0.07%
6/29/2017,80.83,80.91,80.95,80.75,-0.03%
6/30/2017,80.695,80.785,80.845,80.625,-0.17%
7/3/2017,80.8,80.8,80.8,80.8,0.13%
7/4/2017,80.675,80.825,80.905,80.675,-0.15%
7/5/2017,80.885,80.695,80.965,80.695,0.26%
7/6/2017,81.205,80.905,81.335,80.715,0.40%
7/7/2017,81.145,81.275,81.275,81.145,-0.07%
7/10/2017,81.45,81.25,81.53,80.77,0.38%
7/11/2017,81.465,81.485,81.615,80.755,0.02%
7/12/2017,81.395,81.425,81.545,80.745,-0.09%
7/13/2017,81.355,81.395,81.395,81.125,-0.05%
7/14/2017,81.265,81.445,81.515,81.265,-0.11%
7/17/2017,80.895,81.335,81.335,80.855,-0.46%
7/18/2017,80.745,80.895,80.925,80.675,-0.19%
7/19/2017,80.765,80.795,80.875,80.765,0.02%
7/20/2017,80.705,80.835,80.835,80.705,-0.07%
7/21/2017,80.695,80.725,80.725,80.695,-0.01%
7/24/2017,80.82,80.77,80.9,80.77,0.15%
7/25/2017,81.22,80.87,81.42,80.82,0.49%
7/26/2017,81.115,80.995,81.535,80.965,-0.13%
7/27/2017,80.71,81.3,81.3,80.71,-0.50%
7/28/2017,80.695,80.725,80.725,80.685,-0.02%
7/31/2017,81.325,80.695,81.375,80.125,0.78%
8/1/2017,81.225,81.325,81.375,80.685,-0.12%
8/2/2017,80.755,81.225,81.295,80.755,-0.58%
8/3/2017,80.925,81.015,81.115,80.815,0.21%
8/4/2017,80.955,80.995,80.995,80.835,0.04%
8/7/2017,80.755,80.955,81.035,80.755,-0.25%
8/8/2017,80.965,80.755,81.075,80.755,0.26%
8/9/2017,80.98,81.03,81.06,80.88,0.02%
8/10/2017,80.875,80.895,80.995,80.835,-0.13%
8/11/2017,80.855,80.875,80.875,80.855,-0.02%
8/14/2017,80.945,80.965,81.105,80.905,0.11%
8/15/2017,80.755,80.755,80.915,80.755,-0.23%
8/16/2017,80.945,80.865,81.105,80.865,0.24%
8/17/2017,81.15,80.97,81.23,80.87,0.25%
8/18/2017,81.155,81.205,81.205,81.155,0.01%
8/21/2017,81.26,81.15,81.37,80.86,0.13%
8/22/2017,81.19,81.43,81.51,80.95,-0.09%
8/23/2017,81.12,81.56,81.56,81.04,-0.09%
8/24/2017,81.195,81.145,81.225,80.815,0.09%
8/25/2017,81.165,81.415,81.415,81.165,-0.04%
8/28/2017,81.125,81.175,81.375,80.815,-0.05%
8/29/2017,81.195,81.125,81.225,80.945,0.09%
8/30/2017,81.33,81.28,81.41,80.9,0.17%
8/31/2017,81.225,81.405,81.465,81.025,-0.13%
9/1/2017,80.795,80.805,81.005,80.795,-0.53%
9/4/2017,81.305,80.795,81.325,80.795,0.63%
9/5/2017,81.345,81.305,81.475,80.815,0.05%
9/6/2017,81.37,81.47,81.65,80.94,0.03%
9/7/2017,81.57,81.34,81.65,80.84,0.25%
9/8/2017,81.555,81.595,81.595,81.545,-0.02%
9/11/2017,82.075,81.555,82.075,80.815,0.64%
9/12/2017,81.8,82.06,82.11,80.8,-0.34%
9/13/2017,82.045,82.055,82.225,80.815,0.30%
9/14/2017,80.795,82.045,82.045,80.795,-1.52%
9/15/2017,80.755,80.795,81.975,80.755,-0.05%
9/18/2017,80.815,80.755,81.815,80.755,0.07%
9/19/2017,82.125,80.815,82.155,80.815,1.62%
9/20/2017,80.845,82.055,82.125,80.845,-1.56%
9/21/2017,81.975,81.415,82.025,80.845,1.40%
9/22/2017,81.965,81.975,81.975,81.255,-0.01%
9/25/2017,81.975,81.995,82.205,80.945,0.01%
9/26/2017,81.47,81.98,81.98,80.74,-0.62%
9/27/2017,82.205,80.895,82.375,80.895,0.90%
9/28/2017,81.955,82.205,82.205,80.915,-0.30%
9/29/2017,82.28,82.04,82.36,81.57,0.40%
10/2/2017,81.955,82.235,82.265,80.915,-0.39%
10/3/2017,81.5,81.93,81.95,80.89,-0.56%
10/4/2017,82.11,81.5,82.22,80.96,0.75%
10/5/2017,80.885,82.145,82.145,80.885,-1.49%
10/6/2017,81.395,80.885,81.425,80.885,0.63%
10/9/2017,82.045,81.395,82.075,80.915,0.80%
10/10/2017,82.06,82.04,82.22,80.91,0.02%
10/11/2017,81.555,81.395,82.525,80.915,-0.62%
10/12/2017,80.895,81.555,82.475,80.895,-0.81%
10/13/2017,80.875,80.895,80.915,80.825,-0.02%
10/16/2017,80.915,80.875,81.185,80.875,0.05%
10/17/2017,80.89,80.95,82.45,80.89,-0.03%
10/18/2017,82.435,80.905,82.525,80.905,1.91%
10/19/2017,82.55,82.46,82.55,82.37,0.14%
10/20/2017,82.575,82.445,82.575,82.285,0.03%
10/23/2017,83.1,82.85,83.1,82.66,0.64%
10/24/2017,82.89,82.87,82.97,81.01,-0.25%
10/25/2017,83.1,83.2,83.25,82.5,0.25%
10/26/2017,82.895,82.825,83.025,82.765,-0.25%
10/27/2017,82.895,82.895,82.925,82.225,0.00%
10/30/2017,83.16,83.11,83.19,83.06,0.32%
10/31/2017,83.16,83.08,83.24,82.44,0.00%
11/1/2017,82.805,82.915,83.075,82.765,-0.43%
11/2/2017,83.175,82.925,83.275,82.845,0.45%
11/3/2017,83.175,83.115,83.175,82.925,0.00%
11/6/2017,83.175,81.145,83.235,81.145,0.00%
11/7/2017,82.84,83.33,83.68,81.28,-0.40%
11/8/2017,83.25,83.1,83.25,81.19,0.49%
11/9/2017,82.985,83.365,83.515,81.355,-0.32%
11/10/2017,83.325,83.325,83.325,82.775,0.41%
11/13/2017,83.325,81.115,83.325,81.115,0.00%
11/14/2017,83.33,83.18,83.49,81.28,0.01%
11/15/2017,83.4,83.4,83.4,81.24,0.08%
11/16/2017,83.44,83.37,83.52,81.05,0.05%
11/17/2017,83.475,83.475,83.475,83.315,0.04%
11/20/2017,83.195,81.375,83.825,80.615,-0.34%
11/21/2017,83.85,83.55,83.85,81.12,0.79%
11/22/2017,83.85,82.94,83.85,82.93,0.00%
11/23/2017,81.425,83.825,84.375,81.425,-2.89%
11/24/2017,84.625,81.675,84.625,81.675,3.93%
11/27/2017,84.715,81.595,85.045,81.595,0.11%
11/28/2017,84.955,84.685,85.085,81.785,0.28%
11/29/2017,82.035,84.985,84.985,82.035,-3.44%
11/30/2017,82.345,82.045,83.075,82.025,0.38%
12/1/2017,82.325,82.345,82.375,82.025,-0.02%
12/4/2017,82.345,82.325,83.075,82.265,0.02%
12/5/2017,82.325,82.345,83.075,82.165,-0.02%
12/6/2017,82.49,82.29,83.12,82.14,0.20%
12/7/2017,82.415,82.415,83.075,82.325,-0.09%
12/8/2017,82.485,82.415,82.495,82.415,0.08%
12/11/2017,82.475,82.485,83.075,82.475,-0.01%
12/12/2017,82.595,82.475,83.075,82.445,0.15%
12/13/2017,82.575,82.595,83.075,82.445,-0.02%
12/14/2017,82.605,82.575,83.075,82.565,0.04%
12/15/2017,82.665,82.605,82.675,82.595,0.07%
12/18/2017,82.915,82.665,83.225,82.665,0.30%
12/19/2017,82.67,82.74,83.27,82.58,-0.30%
12/20/2017,82.755,82.705,83.275,82.625,0.10%
12/21/2017,82.65,82.8,83.36,82.65,-0.13%
12/22/2017,82.785,82.775,82.785,82.565,0.16%
12/25/2017,82.785,82.785,82.785,82.785,0.00%
12/26/2017,82.805,82.785,83.275,82.565,0.02%
12/27/2017,82.795,82.805,83.275,82.565,-0.01%
12/28/2017,82.805,82.795,83.275,82.665,0.01%
12/29/2017,82.775,82.805,82.805,82.605,-0.04%
1/1/2018,82.775,82.775,83.275,82.775,0.00%
1/2/2018,82.795,82.775,83.275,82.665,0.02%
1/3/2018,82.795,82.795,83.295,82.795,0.00%
1/4/2018,82.795,82.795,83.295,82.795,0.00%
1/5/2018,82.805,82.795,82.915,82.775,0.01%
1/8/2018,82.825,82.805,83.305,82.805,0.02%
1/9/2018,82.855,82.825,83.305,82.825,0.04%
1/10/2018,82.865,82.855,83.305,82.755,0.01%
1/11/2018,82.865,82.865,83.225,82.845,0.00%
1/12/2018,82.875,82.865,82.885,82.845,0.01%
1/15/2018,82.915,82.875,83.225,82.875,0.05%
1/16/2018,82.895,82.915,83.225,82.845,-0.02%
1/17/2018,82.805,83.025,83.355,82.805,-0.11%
1/18/2018,82.885,82.935,83.225,82.835,0.10%
1/19/2018,82.925,82.885,82.925,82.615,0.05%
1/22/2018,82.965,82.925,83.325,82.895,0.05%
1/23/2018,83.085,82.985,83.345,82.695,0.14%
1/24/2018,83.005,82.995,83.325,82.995,-0.10%
1/25/2018,83.005,83.005,83.325,82.675,0.00%
1/26/2018,82.995,83.005,83.095,82.995,-0.01%
1/29/2018,83.005,82.995,83.375,82.995,0.01%
1/30/2018,82.995,83.005,83.375,82.675,-0.01%
1/31/2018,82.995,82.995,83.375,82.675,0.00%
2/1/2018,82.995,82.995,83.375,82.675,0.00%
2/2/2018,83.005,83.145,83.145,82.675,0.01%
2/5/2018,82.995,83.005,83.375,82.995,-0.01%
2/6/2018,83.075,82.955,83.335,82.955,0.10%
2/7/2018,82.915,83.005,83.375,82.915,-0.19%
2/8/2018,83.005,82.915,83.375,82.905,0.11%
